FID,Facility Number,Facility Name,HMIS,Province,District,Division,LOCATION,Sub Location,Spatial_Re,Facility Type,Agency,Latitude,Longitude,GlobalID,x,y
1,2,BARGONI HEALTH CENTRE,3606,COAST,LAMU,HINDI,HINDI MAGOGONI,BARGONI,DDP,3,MOH,-2.057423,40.795232,dfbcc6ed-7e0e-4247-831a-195c023f93a9,4541304.45303347,-229080.51701629
2,3,FAZA HEALTH CENTRE,626,COAST,LAMU,FAZA,TCHUNDWA,TCHUNDWA,DDP,3,MOH,-2.071384,41.106066,46b9ba32-bdff-4e0c-a0c0-a549d2c65c81,4575906.3356347,-230635.657769124
3,4,HINDI MAGOGONI DISP,0,COAST,LAMU,HINDI,HINDI MAGOGONI,HINDI MAGOGONI,DANIDA,4,MOH,-2.17357,40.810619,98dc5f1f-331c-4b1b-b978-cd619c44efaf,4543017.3260383,-242018.762241048
4,5,HINDI PRISON DISP,615,COAST,LAMU,HINDI,HINDI MAGOGONI,HINDI MAGOGONI,ILRI VILLAGES,4,MOH,-2.18,40.82,407e09f7-9f8c-41b5-8d22-ff102245c38e,4544061.61418143,-242735.063458576
5,6,HONGWE CATHOLIC HEALTH CENTRE,616,COAST,LAMU,MPEKETONI,HONGWE,HONGWE,SUBLOC CENTROID,3,MISS,-2.341627,40.657674,c9c4b62a-5feb-4606-ac9f-a9cf7081da78,4525991.56651892,-260741.320691745
6,7,ICHUNDWA DISP,625,COAST,LAMU,KIZINGITINI,MBWAJUMWALI,MYABOGI,DDP,4,MOH,-2.080138,41.123971,729c4a36-3229-4164-aeeb-07aad2d4d7df,4577899.51111735,-231610.788466919
7,8,KIUNGA HEALTH CENTRE,627,COAST,LAMU,KIUNGA,KIUNGA,RUBU/MWAMBORE,DDP,3,MOH,-1.741314,41.489472,455009db-c29f-4755-9662-235e49b4e289,4618586.89632178,-193872.035175036
8,9,KIWAYU DISP,618,COAST,LAMU,KIZINGITINI,NDAU,KIWAYUU,DDP,4,MOH,-2.002129,41.276085,bdcfd88f-b82c-4098-9f2a-4e1ec4cc3118,4594832.76413989,-222921.352316861
9,10,KIZINGITINI DISP,617,COAST,LAMU,KIZINGITINI,MBWAJUMWALI,MYABOGI,DANIDA,4,MOH,-2.07302,41.1464,7c5fef7e-63fd-456d-8fbe-c95858788a0f,4580396.29597635,-230817.895629699
10,11,LAKE KENYATTA HEALTH CENTRE,2451,COAST,LAMU,MPEKETONI,MPEKETONI,KIONGWE,HD MAPS,3,MISS,-2.368667,40.716142,fc731b3f-5961-4657-a43d-264285278e5f,4532500.19450662,-263753.944497357
11,12,LAMU DISTRICT HOSPITAL,631,COAST,LAMU,AMU,SHELLA MANDA,SHELLA(LAMU),DANIDA,1,MOH,-2.27857,40.906769,67269d20-efa6-47aa-8972-ef719311b809,4553720.69507807,-253716.137883454
12,13,MANGAI DISP,2508,COAST,LAMU,KIUNGA,BASUBA,MANGAI,ILRI MKT CENTRES,4,MOH,-1.746,41.181,515d3645-4e46-40c9-8404-1844d94653b8,4584247.9503578,-194393.919959695
13,14,MATONDONI DISP,619,COAST,LAMU,AMU,MATONDONI,KIPUNGANI,DISTRICT ESTIMATES,4,MOH,-2.29451,40.858402,8f1f8108-0ce9-4c6d-9a66-37a5703402c1,4548336.50526688,-255491.98450977
14,15,MKOKONI DISP,3786,COAST,LAMU,KIUNGA,KIUNGA,MKOKONI,SUBLOC CENTROID,4,MOH,-1.896091,41.299752,2be2e3c3-4b4c-4c08-9e8b-22c20261895a,4597467.36252849,-211110.421018671
15,16,MKUNUBI DISP,620,COAST,LAMU,MPEKETONI,MKUNUMBI,MKUNUMBI,1:50000 MAPS,4,MOH,-2.29477,40.6761,1b24789a-fdcf-4f7c-b19d-4d1f38d78b03,4528042.73945628,-255520.950804145
16,17,MLANGUMU DISP,0,COAST,LAMU,MPEKETONI,BAHARINI,BAHARI,1:50000 MAPS,4,MOH,-2.42249,40.7218,06424d31-df93-4441-9380-98cf74cea3f8,4533130.04018553,-269750.734514113
17,18,MOA (WEMA) MISSION DISP,2450,COAST,LAMU,WITU,DIDE WARIDE,MOA,ILRI MKT CENTRES,4,MISS,-2.274546,40.315276,5ae97713-60fa-4382-8d14-d5d94f5224fe,4487875.99551029,-253267.834420387
18,19,MOKOWE HEALTH CENTRE,628,COAST,LAMU,HINDI,MOKOWE,KILIMANI,DDP,3,MOH,-2.226905,40.830624,b978b0a0-6409-4eea-a815-b571bbc642e5,4545244.27245162,-247960.367903032
19,20,MPEKETONI HEALTH CENTRE,629,COAST,LAMU,MPEKETONI,MPEKETONI,CENTRAL(LAMU),1:50000 MAPS,3,MOH,-2.38934,40.6976,83c5be0a-541d-4f73-bd0d-53c9901de2ff,4530436.10850834,-266057.237531319
20,21,MUKOWE HOSPITAL,0,COAST,LAMU,HINDI,MOKOWE,MOKOWE,HD MAPS,1,MOH,-2.234325,40.860674,3360c7cc-746a-4020-8ad5-97fa0d1761ea,4548589.42314996,-248786.984884477
21,22,N.Y.S DISP (BARGONI),614,COAST,LAMU,HINDI,HINDI MAGOGONI,BARGONI,DANIDA,4,MOH,-2.01823,40.780399,7afad8ee-d1b5-4271-b2d7-e42fff7d309b,4539653.25102653,-224714.811119213
22,23,NDAU DISP,621,COAST,LAMU,KIZINGITINI,NDAU,NDAU,DANIDA,4,MOH,-2.011428,41.209608,14f24923-9283-444a-a193-95ce83bdf612,4587432.57835042,-223957.147525237
23,24,PANDA NGUO DISP,3787,COAST,LAMU,WITU,WITU,PANDANGUO,SUBLOC CENTROID,4,MOH,-2.203467,40.481233,05bef628-0949-4a50-afd3-a9b6b762918b,4506350.24424387,-245349.310434052
24,25,PATTE DISP,622,COAST,LAMU,FAZA,PATTE,PATTE,DISTRICT ESTIMATES,4,MOH,-2.119562,41.011852,8de9e695-9818-4b94-9bf4-9f66bcdb3cbb,4565418.4811291,-236002.397169202
25,27,SHELLA DISP,623,COAST,LAMU,AMU,SHELLA MANDA,MANDA(LAMU),DISTRICT ESTIMATES,4,MOH,-2.277881,40.949199,ffae1b7e-26b5-40d9-8655-59c8c114b3bf,4558443.98107244,-253639.378081397
26,28,SIYU DISP,624,COAST,LAMU,FAZA,SIYU,SIYU,DISTRICT ESTIMATES,4,MOH,-2.109339,41.08097,f4e7ad2b-ef40-4ad4-a81c-6c2f64931847,4573112.66169375,-234863.602631032
27,29,WITU HEALTH CENTRE,630,COAST,LAMU,WITU,WITU,WITU,DDP,3,MOH,-2.39067,40.435958,ac09a430-2997-4a06-aef5-c3ddb2d4a2c3,4501310.2542982,-266205.421356234
28,36,ADC GALANA RANCH DISP,3301,COAST,MALINDI,MALINDI,CHAKAMA,KISIKI CHA WANGIRIAM,DSA/DFH(MOH)-UNFPA REPORT,4,MISS,-3.065975,39.477797,0da39336-48db-4315-a760-a1f4fa0dce97,4394648.25968023,-341465.777272526
29,1,ADU DISP,512,COAST,MALINDI,MARAFA,ADU,ADU,DANIDA,4,MOH,-2.8398,39.979912,450c3800-b195-41d4-96b1-2c75f6497034,4450543.4457999,-316254.600397551
30,2,AIC MALANGA DISP,4657,COAST,MALINDI,MALINDI,LANGOBAYA,MALANGA(MALINDI),AMKENI,4,MISS,-3.247002,39.791723,9aa5a823-bae1-4ddd-870d-7055e4e6930c,4429594.342147,-361648.238619666
31,3,BARICHO DISP,516,COAST,MALINDI,MARAFA,BUNGALE,BARICHO(MALINDI),DANIDA,4,MOH,-3.10371,39.784611,87f43d66-ac94-4601-b26c-c4a5ed94b508,4428802.63792847,-345672.514140349
32,4,CHAKAMA DISP,518,COAST,MALINDI,MALINDI,CHAKAMA,MAKONGENI(MALINDI),DANIDA,4,MOH,-3.122,39.633499,7a370eac-a916-4d55-bf84-2da724d103ce,4411980.92703572,-347711.556217852
33,5,DAGAMRA DISP,521,COAST,MALINDI,MARAFA,DAGAMRA,BATE,DANIDA,4,MOH,-3.18239,39.936409,2d11bb76-b2a7-4951-918f-8a4c85534c7e,4445700.71399191,-354444.327319304
34,0,FUNDISA DISP,2937,COAST,MALINDI,MAGARINI,FUNDISA,FUNDISA,DHMT,4,MOH,-2.917646,40.093725,ec4647df-ed44-421e-a2f2-d070c26ee6ee,4463213.05100555,-324931.327516239
35,6,GALANA HOSPITAL,564,COAST,MALINDI,MALINDI,MALINDI,SABAKI,AMKENI,1,MISS,-3.197483,40.116335,7cf5a758-8c00-4304-9f2d-1aa70e54e6f4,4465729.98469238,-356127.079733851
36,7,GARASHI DISP,526,COAST,MALINDI,MARAFA,GARASHI,MIKUYUNI(MALINDI),DANIDA,4,MOH,-3.13094,39.891178,914d817c-097d-4f8a-913d-4c7d1f9afe44,4440665.62210384,-348708.235944629
37,8,GEDE DISP,527,COAST,MALINDI,MALINDI,WATAMU,CHEMBE KIBABA MUCHE,DANIDA,4,MOH,-3.284649,40.050652,1cb89a4d-c66b-4315-a9d5-3c6e0b179a86,4458418.18657861,-365845.90067976
38,9,GONGONI DISP,530,COAST,MALINDI,MAGARINI,GONGONI,GONGONI,DANIDA,4,MOH,-3.03614,40.133381,ffbc3af4-0bb6-4c92-bd1a-874f701f4b63,4467627.53673245,-338139.84572086
39,10,JILORE HEALTH CENTRE,533,COAST,MALINDI,MALINDI,JILORE,JILORE/ZIAN,DANIDA,3,MOH,-3.18922,39.905842,7c470610-ad3b-481f-94de-0f14fbddf76e,4442298.01111684,-355205.816274866
40,11,KAKONENI DISP,535,COAST,MALINDI,MALINDI,JILORE,KAKONENI,DANIDA,4,MOH,-3.16443,39.86591,f1d352ad-86fd-48c4-8f0d-4550a4cfdf28,4437852.80121048,-352441.958749319
41,12,KAKUYUNI DISP,536,COAST,MALINDI,MALINDI,GOSHI,KAKUYUNI(MALINDI),DANIDA,4,MOH,-3.22065,40.001911,affdd16c-3936-4663-b515-e69d5e73ac37,4452992.36327786,-358710.068732075
42,14,MALANGA SDA DISPENSARY,0,COAST,MALINDI,MALINDI,LANGOBAYA,MALANGA(MALINDI),AMKENI,4,MISS,-3.257113,39.792298,85c68fee-c10a-45e8-9645-321d155429a6,4429658.35085421,-362775.605465709
43,15,MALINDI DISTRICT HOSPITAL,566,COAST,MALINDI,MALINDI,MALINDI,BARANI,KEMRI-KILIFI PROJECT,1,MOH,-3.2165,40.1182,e8d9c1df-8423-4e15-b7ec-31ee30eb8a28,4465937.59554271,-358247.36297991
44,16,MAMBRUI DISP,542,COAST,MALINDI,MAGARINI,MAGARINI,MAMBRUI,DANIDA,4,MOH,-3.11815,40.136879,8e887fe0-a1fc-4930-8b9b-bf0426ad96ad,4468016.93231124,-347282.339934257
45,17,MARAFA HEALTH CENTRE (MAGARINI),561,COAST,MALINDI,MARAFA,MARAFA,MADINA,DANIDA,3,MOH,-3.02833,39.959728,7f36b696-9bc6-4631-9e1a-faa117378e12,4448296.57319772,-337269.221564188
46,18,MARERENI DISP,3765,COAST,MALINDI,MAGARINI,FUNDISA,MARERENI,DANIDA,4,MOH,-2.863,40.144611,5faa757d-cee3-4c52-b7ac-0dad8d20af56,4468877.65461405,-318840.414065668
47,19,MARIKEBUNI DISP,543,COAST,MALINDI,MAGARINI,MAGARINI,MARIKEBUNI,DANIDA,4,MOH,-3.09027,40.112049,9dd96781-6b6f-4034-8a27-f1dd253eff12,4465252.86935485,-344174.191895903
48,20,MERE SDA DISP,0,COAST,MALINDI,MALINDI,GOSHI,MALIMO,AMKENI,4,MISS,-3.195264,40.031232,a23bc3bb-7127-4460-adc4-283719675fd2,4456256.3620674,-355879.676898025
49,21,MIDZIJINI DISP,3766,COAST,MALINDI,MARAFA,ADU,RAMADA,SUBLOC CENTROID,4,MISS,-2.702209,40.037835,55247afc-34e9-41fa-8201-e3fbec206cf5,4456991.40466511,-300920.106489217
50,22,MUNICIPAL HEALTH CENTRE,4350,COAST,MALINDI,MALINDI,MALINDI,SHELLA(MALINDI),AMKENI,3,LA,-3.232732,40.114903,ebc5cb2a-40e5-45af-a219-1252ad64fd83,4465570.57518157,-360057.1664415
51,0,NEEMA MEDICAL DISP,0,COAST,MALINDI,MAGARINI,FUNDISA,FUNDISA,DHMT,4,MISS,-2.963256,40.140365,f82da1fc-cb26-4e48-be00-ef684178a2c4,4468404.99205614,-330015.303241849
52,23,NGOMENI DISP,549,COAST,MALINDI,MAGARINI,GONGONI,NGOMENI,DANIDA,4,MOH,-3.01,40.18,6cfab590-ba99-4382-a47f-574b42ff36d9,4472817.14007374,-335225.899102272
53,25,SOSONI DISP,553,COAST,MALINDI,MARAFA,BUNGALE,DAKACHA,DANIDA,4,MOH,-3.02801,39.822899,b155880c-2004-490f-a4d2-7d602e10e3dd,4433064.83859197,-337233.549517635
54,26,TAWFIQ MUSLIM HOSPITAL,2940,COAST,MALINDI,MALINDI,MALINDI,SHELLA(MALINDI),AMKENI,1,MISS,-3.220937,40.112698,7bac8645-8196-49e5-8503-2ad375801186,4465325.11570437,-358742.067970646
55,27,TAWHEED MUSLIM DISP,0,COAST,MALINDI,MALINDI,MALINDI,BARANI,AMKENI,4,MISS,-3.216853,40.114882,4b83e683-6a77-4494-b388-facc01a2f4cf,4465568.23747226,-358286.720769362
56,28,WATAMU SDA DISP,2917,COAST,MALINDI,MALINDI,WATAMU,WATAMU,PSI,4,MISS,-3.35175,40.01693,a95e9fb9-3060-4a89-9905-354a86c55400,4454664.27071008,-373328.094296917
57,1,ALMS HOUSE DISP,643,COAST,MOMBASA,ISLAND,TONONOKA,TONONOKA,DSA/DFH(MOH)-UNFPA REPORT,4,LA,-4.041251,39.663987,cf968f62-467b-4c65-b054-92081e50b867,4415374.83567103,-450243.47954196
58,3,ANNEXE DISP,4517,COAST,MOMBASA,KISAUNI,KISAUNI,KISAUNI,DSA/DFH(MOH)-UNFPA REPORT,4,MOH,-4.005339,39.714984,766d4ff2-33da-4825-b94b-e79bb127aa9e,4421051.79574302,-446235.897664219
59,5,BAMBURI DISP,644,COAST,MOMBASA,KISAUNI,BAMBURI,BAMBURI,SUBLOC CENTROID,4,LA,-3.973318,39.707035,1538c815-f889-4e62-a279-ee81fc80d81e,4420166.9171107,-442662.678382758
60,6,CHAANI DISP,645,COAST,MOMBASA,CHANGAMWE,CHANGAMWE,CHANGAMWE,SUBLOC CENTROID,4,LA,-4.016913,39.61943,37536dc3-a316-4f66-9d0a-55ca3e542323,4410414.77311976,-447527.473185494
61,7,COAST PROVINCIAL GENERAL HOSP.,696,COAST,MOMBASA,ISLAND,OLD TOWN,OLD T.(MAKADARA WARD,HD MAPS,2,MOH,-4.059355,39.677362,a77c7109-7a57-495f-a373-c3f1ecd1298a,4416863.73386039,-452263.853651853
62,8,CRESCENT MEDICAL AID DISP,3303,COAST,MOMBASA,LIKONI,LIKONI,TIMBWANI,AMKENI,4,MISS,-4.100958,39.644637,7dc40be0-f6f3-4604-8a19-1c4e77e2a19f,4413220.80352418,-456906.846263893
63,11,ELIZA MEDICAL RENT DISP,4530,COAST,MOMBASA,ISLAND,MAJENGO,MWEMBE TAYARI,ILRI MKT CENTRES,4,MISS,-4.056412,39.665141,abd81d1f-a386-41c7-b78b-f706bb3349b1,4415503.29836341,-451935.417022513
64,12,GANJONI (CDC) DISP,648,COAST,MOMBASA,ISLAND,GANJONI,GANJONI,SUBLOC CENTROID,4,LA,-4.065307,39.658767,2f359614-888d-4428-951d-afb920b088cc,4414793.74792909,-452928.096121931
65,13,HOLY GHOST CATHEDRAL DISP,3307,COAST,MOMBASA,ISLAND,GANJONI,KIZINGO(MOMBASA),DSA/DFH(MOH)-UNFPA REPORT,4,MISS,-4.064671,39.680918,231e5ba5-cf79-452f-9fea-0a5a49a1836a,4417259.58596965,-452857.118366035
66,17,JOMVU KUU HEALTH CENTRE,685,COAST,MOMBASA,CHANGAMWE,MIRITINI,JOMVU KUU,DSA/DFH(MOH)-UNFPA REPORT,3,LA,-3.987726,39.598962,9f9f5333-ac04-4cfc-bed4-f284fd8f28ee,4408136.28578219,-444270.448022315
67,18,JOMVU REFUGEE CAMP,0,COAST,MOMBASA,CHANGAMWE,MIRITINI,JOMVU KUU,DSA/DFH(MOH)-UNFPA REPORT,4,NGO,-3.990976,39.596276,69b24a97-c116-4a7c-9598-95b6e83a89fa,4407837.28162992,-444633.115110529
68,19,KILINDINI PORT DISP,651,COAST,MOMBASA,LIKONI,LIKONI,BOFU(MOMBASA),ILRI VILLAGES,4,MOH,-4.08,39.65,e50f5e9d-ea07-4c1a-9dfc-96d230e14bd2,4413817.8099533,-454567.854131309
69,20,KISAUNI DISP,653,COAST,MOMBASA,KISAUNI,KONGOWEA,MAWENI,ILRI MKT CENTRES,4,MOH,-4.030596,39.692579,1f5bc991-9fac-4e5e-95ff-76dae1c1489a,4418557.68255179,-449054.421642598
70,21,KONGOWEA HEALTH CENTRE,683,COAST,MOMBASA,KISAUNI,KONGOWEA,KONGOWEA,AMKENI,3,MOH,-4.041348,39.684077,97d0d67f-a9e8-4206-891a-8b2d4bfa61a7,4417611.24424107,-450254.304448594
71,22,KONGOWEA MED DISP,4523,COAST,MOMBASA,KISAUNI,KONGOWEA,KONGOWEA,ILRI MKT CENTRES,4,MISS,-4.039701,39.68,ed2a3cf2-1d7a-4e60-9b04-9baa8422a212,4417157.3946771,-450070.504405441
72,23,KWA JOMVU HEALTH CENTRE,684,COAST,MOMBASA,CHANGAMWE,PORT REITZ,PORT REITZ,ILRI VILLAGES,3,LA,-4.04,39.6,54d1d2c1-8b78-4aef-9cca-d36ffd1cb1a1,4408251.83541364,-450103.871841529
73,24,LIKONI HEALTH CENTRE,687,COAST,MOMBASA,LIKONI,LIKONI,TIMBWANI,AMKENI,3,MOH,-4.085214,39.655484,edee98ae-5cc1-4444-98db-f5f22ad8f9aa,4414428.28604081,-455149.750552953
74,25,LIKONI MISSION DISP,655,COAST,MOMBASA,LIKONI,SHIKA ADABU,VIJIWENI,DSA/DFH(MOH)-UNFPA REPORT,4,MISS,-4.111836,39.644641,5bd4798a-86c4-4183-91b9-e31e7c089bbf,4413221.24880214,-458120.89640324
75,27,MAGONGO HEALTH CENTRE,688,COAST,MOMBASA,CHANGAMWE,KIPEVU,KIPEVU,ILRI VILLAGES,3,LA,-4.0352,39.63,43ce65c2-c812-4d36-a108-f7d4bc689b95,4411591.42013744,-449568.208801078
76,28,MAJENGO DISP,689,COAST,MOMBASA,ISLAND,TUDOR,TUDOR FOUR,1:50000 MAPS,4,LA,-4.031532,39.66667,c4429b08-296d-4262-8b10-6e5ea6bab58f,4415673.50586483,-449158.875095068
77,29,MAJENGO MCH/FP CLINIC,0,COAST,MOMBASA,ISLAND,MAJENGO,MAJENGO(MOMBASA),DSA/DFH(MOH)-UNFPA REPORT,4,NGO,-4.058393,39.663509,6c99ec84-c1ea-4baa-b8c9-6402a62b134e,4415321.62495443,-452156.495029725
78,30,MAKUPA HEALTH CENTRE,690,COAST,MOMBASA,ISLAND,TUDOR,TUDOR,1:50000 MAPS,3,LA,-4.03153,39.655225,fa689a33-0a2e-415a-9956-d85da1c8c348,4414399.4542927,-449158.651903803
79,31,MAKUPA MCH/FP CLINIC,0,COAST,MOMBASA,ISLAND,MAJENGO,MAJENGO(MOMBASA),DSA/DFH(MOH)-UNFPA REPORT,4,NGO,-4.045181,39.660636,8992910b-733f-4855-bc96-28709b57e3aa,4415001.80405738,-450682.056692784
80,35,MIKINDANI MISSION DISP,660,COAST,MOMBASA,CHANGAMWE,MIKINDANI,BIRIKANI,DSA/DFH(MOH)-UNFPA REPORT,4,MISS,-4.029325,39.648458,1789c75c-97e8-4963-a270-a709a7dca9b2,4413646.1552985,-448912.583867044
81,36,MIRITINI DISP,4508,COAST,MOMBASA,CHANGAMWE,MIRITINI,MIRITINI,SUBLOC CENTROID,4,LA,-4.010761,39.58529,0c9fd39c-6cb2-4b75-b50c-f809730b3148,4406614.32570407,-446840.951760819
82,37,MKOMANI HARAMBEE DISP,661,COAST,MOMBASA,ISLAND,GANJONI,KIZINGO(MOMBASA),DSA/DFH(MOH)-UNFPA REPORT,4,NGO,-4.063657,39.674068,f3d793e5-d3a3-401a-a2b8-aaa9ec47cd4b,4416497.04745771,-452743.955833268
83,39,MOW SHIMANZI DISP,656,COAST,MOMBASA,ISLAND,RAILWAY,SHIMANZI,SUBLOC CENTROID,4,LA,-4.045337,39.651523,017ee840-ded3-4714-8013-de78f10ee946,4413987.34953778,-450699.465906016
84,40,MTONGWE DISP,3959,COAST,MOMBASA,LIKONI,MTONGWE,MTONGWE,DSA/DFH(MOH)-UNFPA REPORT,4,MISS,-4.068683,39.641934,1da47115-ea20-4b47-9e25-82aa1cd82e93,4412919.90694056,-453304.859487186
85,41,MTONGWE HEALTH CENTRE,692,COAST,MOMBASA,LIKONI,MTONGWE,MTONGWE,AMKENI,3,MOH,-4.081243,39.639063,b1ee0092-fefb-4452-80db-4dd4f6694e70,4412600.3086825,-454706.575930945
86,44,MVITA DISP (MOMBASA),638,COAST,MOMBASA,ISLAND,TONONOKA,BONDENI(MOMBASA),ILRI VILLAGES,4,LA,-4.05,39.67,675556d0-3a59-4229-937a-5b132a468fee,4416044.19976917,-451219.846693362
87,45,MWAKIRUGE DISP,663,COAST,MOMBASA,KISAUNI,BAMBURI,MWAKIRUNGE,DSA/DFH(MOH)-UNFPA REPORT,4,LA,-3.960939,39.685962,87de3701-1dcb-47a0-9fa2-36f67193cbfb,4417821.08148121,-441281.344598596
88,46,MWEMBE TAYARI SUB HEALTH CENTRE,664,COAST,MOMBASA,ISLAND,GANJONI,KIZINGO(MOMBASA),DDP,3,LA,-4.064651,39.672694,00a5ad5c-c7ec-4b73-944f-07eefee6acf6,4416344.09447736,-452854.88636204
89,47,NGOMEN DISP,2370,COAST,MOMBASA,ISLAND,MAJENGO,MWEMBE TAYARI,ILRI VILLAGES,4,MOH,-4.06,39.67,26dca1b9-de61-4964-a7e4-fe8a09ce9b40,4416044.19976917,-452335.835336046
90,48,OLD TOWN KADER BHOY DISP,667,COAST,MOMBASA,ISLAND,OLD TOWN,OLD T.(MAKADARA WARD,SUBLOC CENTROID,4,LA,-4.05783,39.674455,0ac48929-525f-4157-936f-b8f09a20e1e9,4416540.12810066,-452093.664627244
91,49,PORT REITZ DISTRICT HOSPITAL,700,COAST,MOMBASA,CHANGAMWE,PORT REITZ,PORT REITZ,AMKENI,1,MOH,-4.039267,39.602867,ad0c070f-3f2b-4412-8641-286728d9cb1f,4408570.98839374,-450022.071426436
92,52,SHANZU HADIEK COLLEGE DISP,672,COAST,MOMBASA,KISAUNI,BAMBURI,SHANZU,SUBLOC CENTROID,4,LA,-3.976707,39.743165,4c280301-4a76-4b63-b013-cad620ead655,4424188.89031306,-443040.849875088
93,53,SHIKA ADABU DISP,674,COAST,MOMBASA,LIKONI,SHIKA ADABU,VIJIWENI,AMKENI,4,MOH,-4.11276,39.637669,bc53868a-3eff-4cd5-b786-ca13ea4f6ff3,4412445.12931233,-458224.021116214
94,54,SHIMO LA TEWA DISP,675,COAST,MOMBASA,KISAUNI,BAMBURI,SHANZU,DDP,4,MOH,-3.956292,39.742418,9cf98567-fb6f-49bf-bf2a-4a0536c800cb,4424105.73465343,-440762.805781784
95,55,STATE HOUSE DISP,676,COAST,MOMBASA,ISLAND,GANJONI,KIZINGO(MOMBASA),DSA/DFH(MOH)-UNFPA REPORT,4,MOH,-4.071958,39.667547,82162ee7-e5a9-4307-a518-30993d70cc67,4415771.13305825,-453670.352708564
96,56,STELLA MARIE DISP,677,COAST,MOMBASA,LIKONI,SHIKA ADABU,VIJIWENI,DSA/DFH(MOH)-UNFPA REPORT,4,MISS,-4.117456,39.65792,2ecc51ac-cb2a-4fee-822b-9510fa809031,4414699.46032039,-458748.128649113
97,57,TIMBWANI CONSOLATA SISTERS DISPENSARY,3956,COAST,MOMBASA,LIKONI,LIKONI,TIMBWANI,SUBLOC CENTROID,4,MISS,-4.094899,39.657845,db10556e-8eb7-4383-83d3-e11c227d12d6,4414691.11135858,-456230.63263895
98,58,TUDOR HEALTH CENTRE,678,COAST,MOMBASA,ISLAND,TUDOR,TUDOR,DDP,3,MOH,-4.029273,39.661421,af08335e-1caa-448f-be67-09a3b0e45042,4415089.18985766,-448906.780910052
99,59,UKUMBUSHO CPK HOSP,702,COAST,MOMBASA,ISLAND,GANJONI,KIZINGO(MOMBASA),DSA/DFH(MOH)-UNFPA REPORT,1,MISS,-4.068035,39.68143,b610e962-7f9b-4a54-9898-350765c9ec7d,4417316.58154893,-453232.542225938
100,60,UTANGE DISP,679,COAST,MOMBASA,KISAUNI,BAMBURI,MWEMBE LEGEZA,ILRI VILLAGES,4,LA,-3.97,39.72,33b0b171-5f6f-4ca1-a6d3-998dce291945,4421610.17430883,-442292.431138629
101,1,ANMER DISP,190,CENTRAL,KIAMBU,KIAMBAA,KAMITI,ANMER,1:50000 MAPS,4,MOH,-1.137387,36.84009,ca8fb86c-0e17-4b41-9019-5c22f41199b4,4101020.05957837,-126621.658206908
102,2,BATHI DISP,192,CENTRAL,KIAMBU,LARI,KIJABE,BATHI,DDP,4,MISS,-0.978523,36.6347,0f043367-ab11-4f55-897f-07609eb61a9f,4078156.14936435,-108933.97774201
103,3,BIBIRIONI DISP,3731,CENTRAL,KIAMBU,LIMURU,LIMURU,BIBIRIONI,1:50000 MAPS,4,MISS,-1.08108,36.6171,67985ec6-c765-4b55-b15d-ae850c18d4a3,4076196.92632638,-120352.416564204
104,4,CHURA DISP,0,CENTRAL,KIAMBU,KIKUYU,KABETE,CHURA,1:50000 MAPS,4,MOH,-1.21635,36.6896,2ce63c72-f7c9-479a-80d7-c5d686eff30b,4084267.58940889,-135413.63446148
105,5,CIANDA DISP,193,CENTRAL,KIAMBU,KIAMBAA,CIANDA,CIANDA,1:50000 MAPS,4,MOH,-1.1328,36.7613,403100ac-dd1d-433d-9f14-0c2fbf73e3a4,4092249.19689877,-126110.935481448
106,6,GACHOIRE DISP,0,CENTRAL,KIAMBU,LARI,NYANDUMA,GACHOIRE,DDP,4,MOH,-0.991187,36.7044,dc3d958c-7151-4fd1-87d8-32bbdf35e5c2,4085915.11787264,-110343.936064607
107,7,GATHANGA DISP,931,CENTRAL,KIAMBU,KIAMBAA,WAGUTHU,GATHANGA,1:50000 MAPS,4,MOH,-1.182312,36.791234,faff94f9-3ebe-42c4-a99d-aa46adc30169,4095581.43453618,-131623.711311801
108,8,GATHANGARI DISP,0,CENTRAL,KIAMBU,GITHUNGURI,GITHIGA,GITIHA,1:50000 MAPS,4,MOH,-1.06802,36.7054,d8d70b02-b4d6-4c98-a836-f28647eb4a41,4086026.43736343,-118898.328296392
109,9,GIATHIEKO DISP,0,CENTRAL,KIAMBU,GITHUNGURI,IKINU,RIUKI,DDP,4,MOH,-1.09883,36.8279,3dc7bf1f-c0f1-462d-9173-17d3f2748b7e,4099663.07498561,-122328.695116755
110,10,GICHARANI DISP,3638,CENTRAL,KIAMBU,KIKUYU,KARAI,GIKAMBURA,ILRI VILLAGES,4,MISS,-1.27,36.65,2b0d89c5-fc24-4016-9e60-e1b8d0465d14,4079859.33757348,-141387.331458394
111,11,GICHURU DISP,198,CENTRAL,KIAMBU,LIMURU,NGECHA,NGECHA,1:50000 MAPS,4,MOH,-1.16126,36.6689,40dcd8ab-da22-4e67-b4c3-a15ea29cfbc8,4081963.27594948,-129279.723191621
112,12,GITHIGA HEALTH CENTRE,2401,CENTRAL,KIAMBU,GITHUNGURI,GITHIGA,MATUGUTA,DDP,3,MOH,-1.083,36.7462,ba9ba8a2-c085-4e21-ad14-00ddaae87e94,4090568.27258779,-120566.188106144
113,13,GITHUNGURI HEALTH CENTRE,233,CENTRAL,KIAMBU,GITHUNGURI,GITHUNGURI,KANJAI,DDP,3,MOH,-1.05339,36.788,5861566c-e683-4a55-b994-f462f2322dd6,4095221.42730296,-117269.445021295
