FID,Facility Number,Facility Name,HMIS,Province,District,Division,LOCATION,Sub Location,Spatial_Re,Facility Type,Agency,Latitude,Longitude,GlobalID,x,y
3902,37,FPAK KISII CLINIC,3022,NYANZA,KISII CENTRAL,TOWNSHIP,TOWNSHIP,TOWNSHIP(KISII),GPS,8,NGO,-0.66931,34.77107,e5713789-a2bd-4f07-9577-e1005deccc47,3870697.80673728,-74508.9429994287
3903,107,CANAAN MEDICAL CLINIC,0,EASTERN,MACHAKOS,MAVOKO,SETTLED AREA,ATHI RIVER NORTH,ILRI MKT CENTRE,6,PRIV,-1.445688,36.905714,e30d6536-373a-4f1d-ae89-82b23d403a71,4108325.28984219,-160950.331207173
3904,106,MVITA MATERNITY HOSP,3906,COAST,MOMBASA,ISLAND,OLD TOWN,MJI WA KALE,DSA/DFH(MOH)-UNFPA REPORT,7,PRIV,-4.054932,39.675694,27c896d6-7863-4616-9c36-87bb12a14e42,4416678.05294975,-451770.250566261
3905,117,GK PRISON MAXIMUM DISP (NAIVASHA),2780,RIFT VALLEY,NAKURU,NAIVASHA,NAIVASHA TOWN,SOKONI(NAKURU),GPS,9,OTHER MIN,-0.70664,36.43879,c82958d4-5c3f-4de3-ad03-92c723f5d0e0,4056347.54792303,-78664.799252911
3906,68,FPAK CLINIC (KAKAMEGA),3170,WESTERN,KAKAMEGA,MUNICIPALITY,SHIEYWE,TOWNSHIP(KAKAMEGA),AMKENI,8,NGO,0.282512,34.751059,5af5bb8a-5836-4123-8fa7-abcd0dd47400,3868470.19240701,31449.2194177929
3907,220,SAIFEE FOUNDATION CLINIC,640,COAST,MOMBASA,ISLAND,GANJONI,KIZINGO(MOMBASA),DSA/DFH(MOH)-UNFPA REPORT,6,PRIV,-4.061297,39.678732,fa236ccf-fa34-4b61-aa61-478b667b0685,4417016.24156277,-452480.580075122
3908,38,GUCHA M AND N HOME,4244,NYANZA,KISII CENTRAL,MASABA,NYARIBARI NYAMAGESA,ICHUNI,GPS,7,PRIV,-0.77745,34.9462,e0371240-89cf-41b0-b7c7-4e6bd61bcb41,3890193.1891599,-86547.9940194968
3909,108,CENTRAL MEDICAL CLINIC,0,EASTERN,MACHAKOS,KANGUNDO,KANGUNDO,MUISUNI,ILRI MKT CENTRE,6,PRIV,-1.298303,37.355084,87a2be28-9fdf-403f-9965-7bbbf6c3a59f,4158348.92941996,-144538.798540106
3910,107,NEW NYALI BRIDGE NURSING HOME,3536,COAST,MOMBASA,LIKONI,MTONGWE,MTONGWE,ILRI MKT CENTRE,7,PRIV,-4.050336,39.637375,dbdac969-25ca-4b19-8a31-c2ed7eb952ed,4412412.40138204,-451257.343687663
3911,118,GK PRISON NAKURU DISP (NAKURU),1754,RIFT VALLEY,NAKURU,NAKURU MUNI.,KAPTEMBWO,VIWANDA,GPS,9,OTHER MIN,-0.26324,36.05448,d20042a8-f342-4e5a-a3fd-044bea7dac4f,4013566.35441627,-29303.845850236
3912,69,GLORY NURSING HOME,3113,WESTERN,KAKAMEGA,MUNICIPALITY,SHIEYWE,TOWNSHIP(KAKAMEGA),AMKENI,7,PRIV,0.282238,34.747519,5b080105-5f46-4b60-85d1-a13c3fcd0aab,3868076.12140961,31418.7175068891
3913,223,SHALOM HEALTH SERVICES,3670,COAST,MOMBASA,KISAUNI,BAMBURI,MWEMBE LEGEZA,DSA/DFH(MOH)-UNFPA REPORT,6,PRIV,-4.00128,39.715448,85fc5744-6af3-4a65-8ea1-9e3d3562801c,4421103.44798674,-445782.946659306
3914,109,CRESCENT MEDICAL CLINIC,0,EASTERN,MACHAKOS,CENTRAL,MUMBUNI,MUNGALA,ILRI VILLAGES,6,PRIV,-1.48,37.27,c7f0d74a-aeae-4459-a00d-ea6b8356e392,4148877.42186531,-164771.170880821
3915,39,ISANA NURSING HOME,4241,NYANZA,KISII CENTRAL,KEUMBU,BOSONGO,BOBARACHO,GPS,7,PRIV,-0.68831,34.78759,eb2a1fa9-86b4-4c95-93e0-3c8648d38111,3872536.80472518,-76624.1617811923
3916,108,NEW PORT REITZ MAT. HOME,703,COAST,MOMBASA,CHANGAMWE,PORT REITZ,PORT REITZ,DSA/DFH(MOH)-UNFPA REPORT,7,PRIV,-4.040547,39.607608,a20829f8-0774-4f36-b4bf-3c8570aa58d2,4409098.75409959,-450164.915309951
3917,119,GSU KABARAK DISP,4632,RIFT VALLEY,NAKURU,RONGAI,LENGINET,KAMUNGEI(NAKURU),GPS,9,OTHER MIN,-0.20293,35.96116,a4a3b570-0960-4794-a6a6-cf6b7e474ebe,4003178.01953545,-22590.1114963382
3918,70,HIGHWAY NURSING HOME,2355,WESTERN,KAKAMEGA,MUNICIPALITY,BUKHUNGU,MAHIAKALO,AMKENI,7,PRIV,0.282265,34.754503,05dcc0b4-67c1-4939-8342-2e235eebbeff,3868853.57673331,31421.7231696098
3919,225,SHANZU CLINIC,0,COAST,MOMBASA,KISAUNI,BAMBURI,SHANZU,SUBLOC CENTROID,6,PRIV,-3.976677,39.743511,5e42e2ad-f0bd-49f8-9eeb-5de8b0123ec3,4424227.40685687,-443037.502230386
3920,110,DAWA MEDICAL CENTRE,0,EASTERN,MACHAKOS,MAVOKO,SETTLED AREA,ATHI RIVER TOWNSHIP,ILRI VILLAGES,6,PRIV,-1.45,36.98,980563b6-5d2a-4d09-8450-65b13b104e85,4116594.76953527,-161430.494148639
3921,40,ITIERIO M &NH,1255,NYANZA,KISII CENTRAL,TOWNSHIP,TOWNSHIP,TOWNSHIP(KISII),GPS,7,MISS,-0.676233,34.7709,9be72b67-bb42-42de-89fd-41c698cd4ee9,3870678.88242384,-75279.6609659587
3922,120,HOMEGROWN HOSPITAL,2813,RIFT VALLEY,NAKURU,NAIVASHA,HELL'S GATE,OLKARIA,GPS,9,PRIV,-0.83118,36.34839,fbbceb62-121d-4637-ad46-f2c798d2962a,4046284.26595532,-92529.7798664131
3923,110,PORT REITZ POLIO CLINIC,0,COAST,MOMBASA,CHANGAMWE,PORT REITZ,PORT REITZ,SUBLOC CENTROID,8,PRIV,-4.025135,39.601296,cb154308-6f4d-480d-9c02-7b8d9824b0e5,4408396.10547371,-448445.000637281
3924,226,SHANZU MEDICAL CENTRE,0,COAST,MOMBASA,KISAUNI,BAMBURI,BAMBURI,ILRI VILLAGES,6,PRIV,-3.97,39.685,31b17a6d-27bc-4b2c-b191-c2bd74e40bc1,4417713.99213107,-442292.431138629
3925,71,KAKAMEGA HIGHWAY NURSING HOME,0,WESTERN,KAKAMEGA,MUNICIPALITY,SHIEYWE,TOWNSHIP(KAKAMEGA),AMKENI,7,PRIV,0.285934,34.753168,16584552-58f1-4170-aded-bc9ee992d849,3868704.9652131,31830.1594023862
3926,41,KISII MATERNITY DISPENSARY,1268,NYANZA,KISII CENTRAL,TOWNSHIP,TOWNSHIP,TOWNSHIP(KISII),ILRI MKT CENTRE,7,PRIV,-0.672524,34.770603,756950ab-80ef-4d43-b350-6b14322c4237,3870645.82053508,-74866.7483732637
3927,111,DIGITAL MEDICAL CENTRE,0,EASTERN,MACHAKOS,KANGUNDO,KANGUNDO,MUISUNI,ILRI VILLAGES,6,PRIV,-1.32,37.35,24549a73-8c7b-476a-baf8-6c13dfa7cd7f,4157782.98112878,-146954.728169484
3928,121,KENYATTA BARRACKS MIR DISP,1765,RIFT VALLEY,NAKURU,GILGIL,GILGIL,GILGIL,GPS,9,AF,-0.49058,36.34158,02d8f774-581b-4092-a562-5f050f73b1b4,4045526.18022302,-54611.7830796048
3929,113,SAYIDA FATIMA MATERNITY HOSP,3544,COAST,MOMBASA,KISAUNI,KONGOWEA,MAWENI,DSA/DFH(MOH)-UNFPA REPORT,7,PRIV,-4.023671,39.71047,550af597-9ebf-4232-9551-ca7c2af6bc9e,4420549.29956157,-448281.626061832
3930,227,SHANZU TT COLLEGE DISP,673,COAST,MOMBASA,KISAUNI,BAMBURI,BAMBURI,DSA/DFH(MOH)-UNFPA REPORT,4,PRIV,-3.972787,39.683394,329a195e-d251-4164-bc9e-d393adbaa936,4417535.21302886,-442603.425333132
3931,72,LADY THARAU NURSING HOME,3901,WESTERN,KAKAMEGA,MUNICIPALITY,SHIEYWE,TOWNSHIP(KAKAMEGA),AMKENI,7,PRIV,0.289968,34.748275,21dee2e8-7ca4-4f1f-a61a-20561896b7c1,3868160.27894464,32279.2278995207
3932,49,BORABU MATERNITY AND NURSING HOME,0,NYANZA,KISII NORTH,BORABU,NYASIONGO,NYANSIONGO/GESIMA,ILRI VILLAGES,7,PRIV,-0.75,35.02,37ea0e77-bd08-4517-9558-205cb4eab681,3898408.56758045,-83492.0024838433
3933,112,DR. A. K. SHAH'S CLINIC,0,EASTERN,MACHAKOS,MATUNGULU,TALA,KYAUME,ILRI MKT CENTRE,6,PRIV,-1.266418,37.321387,b63b39f2-295e-4713-bfab-80cfbb8ec45a,4154597.79653871,-140988.487342917
3934,122,M.R.S. HOSPITAL LANET,0,RIFT VALLEY,NAKURU,NAKURU MUNI.,LANET,LANET(MUNICIPALITY),1:50000 MAPS,9,AF,-0.30271,36.15312,bbd200dc-56b4-4ea4-ac47-cbf50987391d,4024546.90898812,-33697.6798262463
3935,116,SINGAWA NURSING HOME,4532,COAST,MOMBASA,LIKONI,LIKONI,TIMBWANI,DSA/DFH(MOH)-UNFPA REPORT,7,PRIV,-4.095193,39.66828,76c01fdb-97af-4996-a6ed-f239ba3d3aa4,4415852.730245,-456263.444338788
3936,50,FAIRVIEW NURSING HOME,3282,NYANZA,KISII NORTH,RIGOMA,GESIMA,NYATIENO,HD MAPS,7,PRIV,-0.68395,34.9646,5f242b6c-cdf6-4182-b18d-07f868f70b40,3892241.4677905,-76138.7739978519
3937,228,SHREE CUTEH SAT SARIF SWAMINARA DISP,641,COAST,MOMBASA,ISLAND,GANJONI,GANJONI,DSA/DFH(MOH)-UNFPA REPORT,4,PRIV,-4.064793,39.667175,79ea8589-d6a9-4728-bb6e-d195557b4038,4415729.72220768,-452870.733591597
3938,74,LURAMBI MEDICAL CENTRE,0,WESTERN,KAKAMEGA,KABRAS,KABRAS SOUTH,SHAMBERERE,AMKENI,7,PRIV,0.376711,34.851996,c3f45ae2-f7f4-4b7d-b2cf-79b0b11b2ac6,3879706.44784921,41935.5788334969
3939,113,DR. BIPIN M. PATEL'S CLINIC,0,EASTERN,MACHAKOS,CENTRAL,MASAKU,EASTLEIGH,ILRI MKT CENTRE,6,PRIV,-1.516996,37.260887,1a57c1e8-a94a-4916-81b6-ede78f144978,4147862.96734571,-168890.955755551
3940,123,NAKURU EAST DISP,4553,RIFT VALLEY,NAKURU,NAKURU MUNI.,LANET,LANET(MUNICIPALITY),GPS,9,OTHER MIN,-0.29021,36.11809,d997dc18-dc7c-4519-ae19-9da48cde35f9,4020647.38722563,-32306.1675615677
3941,118,TUDOR NURSING HOME,3531,COAST,MOMBASA,ISLAND,TUDOR,TUDOR FOUR,SUBLOC CENTROID,7,PRIV,-4.035939,39.66558,c374ee90-9833-457b-b4e5-b3cc912ac8ab,4415552.16761986,-449650.678383738
3942,51,GREENVIEW MATERNITY AND NURSING HOME,3472,NYANZA,KISII NORTH,EKERENYO,KIABONYORU,NYARAMBA(NYAMIRA),ILRI MKT CENTRE,7,PRIV,-0.559981,34.972719,be71a073-fa7f-4a93-9d58-5351e7bec020,3893145.27073625,-62337.7922154616
3943,75,MARABA MATERNITY AND NURSING HOME,3115,WESTERN,KAKAMEGA,MUNICIPALITY,SHIEYWE,SICHILAYI,AMKENI,7,PRIV,0.292264,34.746644,ed43887f-e151-4ccd-9571-80d2ed7de2d7,3867978.71685516,32534.8207495671
3944,124,IKOMBE MEDICAL CLINIC,0,EASTERN,MACHAKOS,YATTA,IKOMBE,IKOMBE,1:50000 MAPS,6,PRIV,-1.28874,37.6765,fd56b47b-6c6f-4845-aad7-242911503793,4194128.79487278,-143473.978898521
3945,124,NAKURU WAR MEMORIAL HOSPITAL,0,RIFT VALLEY,NAKURU,NAKURU MUNI.,CENTRAL,AFRAHA,GPS,9,AF,-0.27957,36.08022,bf052a7d-a64f-4465-b26b-615fa401fd32,4016431.71810929,-31121.7135359609
3946,232,TUDOR CLINIC,0,COAST,MOMBASA,ISLAND,OLD TOWN,MJI WA KALE,DSA/DFH(MOH)-UNFPA REPORT,6,PRIV,-4.050004,39.673533,6e1190fd-44c9-4c4a-ab45-45e0d2b6026f,4416437.49153014,-451220.293086059
3947,120,VIBAKHAR'S M&N HOME,3306,COAST,MOMBASA,ISLAND,GANJONI,KIZINGO(MOMBASA),DSA/DFH(MOH)-UNFPA REPORT,7,PRIV,-4.062772,39.672278,8b4e5d28-9bf6-40c3-ac24-8c9c7259be56,4416297.7855692,-452645.189833667
3948,52,KEROKA DISPENSARY,1269,NYANZA,KISII NORTH,RIGOMA,EAST KITUTU,BOCHARIA,ILRI VILLAGES,7,PRIV,-0.77,34.95,e09fad2a-fd8a-4c95-972d-97660a8f43e9,3890616.20322492,-85718.588188704
3949,76,MARIE STOPES CLINIC,3741,WESTERN,KAKAMEGA,MUNICIPALITY,SHIEYWE,TOWNSHIP(KAKAMEGA),ILRI MKT CENTRE,8,NGO,0.290182,34.752693,2fb4b8cf-8774-4e82-b9f3-f53fa6c8625d,3868652.08845497,32303.0505758597
3950,127,KATHIANI MEDICAL CLINIC,0,EASTERN,MACHAKOS,KATHIANI,KATHIANI,KATHIANI(MACHAKOS),1:50000 MAPS,6,PRIV,-1.40991,37.33333,2693b8fc-2927-4f3b-8b1a-4fe781e5318d,4155927.28521725,-156966.305432537
3951,62,BARATON UNIVERSITY DISP,4314,RIFT VALLEY,NANDI,KAPSABET,KAPSABET,TOWNSHIP(KAPSABET),ILRI VILLAGES,9,PRIV,0.2,35.1,801610ab-3b24-4189-b84b-6b4947c02c41,3907314.12684391,22263.9433719398
3952,49,FAMILY PLANNING CLINIC(TAVETA),2895,COAST,TAITA TAVETA,TAVETA,BOMANI,MJINI(TAVETA),ILRI MKT CENTRE,8,PRIV,-3.389647,37.657043,c693c65a-88cd-4490-9a90-7493f2d52ddc,4191962.85154041,-377554.079957546
3953,233,TUDOR HARAMBEE CLINIC,0,COAST,MOMBASA,ISLAND,TUDOR,TUDOR,SUBLOC CENTROID,6,PRIV,-4.033577,39.658951,9a76da8d-12e6-42ff-8526-ed9a8c0b00c0,4414814.23071539,-449387.08845188
3954,53,KEROKA MAT & NURSUNG HOME,3006,NYANZA,KISII NORTH,RIGOMA,EAST KITUTU,BOCHARIA,ILRI MKT CENTRE,7,PRIV,-0.773547,34.949828,23bbe07c-d898-4e17-8d61-ed0577249686,3890597.0562725,-86113.4742462531
3955,50,FPAK CLINIC (TAVETA),2893,COAST,TAITA TAVETA,TAVETA,BOMANI,MJINI(TAVETA),ILRI TOWNS,8,NGO,-3.392756,37.671715,1863f5f9-d5bc-41b3-b17a-c2a5943efb15,4193596.13110933,-377900.779351658
3956,77,MATUNDA MATERNITY HOME,0,WESTERN,KAKAMEGA,IKOLOMANI,SHISERE,SHISESO,AMKENI,7,PRIV,0.222113,34.712345,190e0973-33a9-47c1-a659-62f488b54280,3864160.56964044,24725.5679881684
3957,64,CHEMELIL SISAL DISP(NANDI),2047,RIFT VALLEY,NANDI,KAPTUMO,KABOI,KAPSOO,ILRI MKT CENTRE,9,PRIV,0.088631,35.102257,91ded548-5b2b-4613-a809-47ff1221206b,3907565.37493463,9866.36172338456
3958,236,VYEMANI HEALTH CENTRE,4535,COAST,MOMBASA,LIKONI,SHIKA ADABU,VYEMANI,SUBLOC CENTROID,6,PRIV,-4.102026,39.627976,5df2b1dd-d1f4-4de7-b660-1d5873c80a5a,4411366.10948807,-457026.04074658
3959,54,NYAMIRA NURSING HOME,1513,NYANZA,KISII NORTH,RIGOMA,GESIMA,NYATIENO,HD MAPS,7,PRIV,-0.68127,34.9446,1ead2f68-648e-4a57-8eac-122a5bf4d131,3890015.07797463,-75840.4165885565
3960,78,MUKABA NURSING HOME,4226,WESTERN,KAKAMEGA,LURAMBI,SHIKOTI,INDANGALASIA(KK),ILRI VILLAGES,7,PRIV,0.35,34.77,956def39-5c79-46d9-9d9f-c4a632dd9874,3870578.69488213,38962.0640940895
3961,65,CHEMOMI TEA ESTATE DISP,2048,RIFT VALLEY,NANDI,KAPTUMO,KABOI,MUGUNDOI(NANDI),ILRI MKT CENTRE,9,PRIV,0.126,35.111,daac1a55-c2ea-4c2e-ae5e-b060eae39c5e,3908538.64124263,14026.2671453794
3962,79,NALA NURSING HOME,3736,WESTERN,KAKAMEGA,MUNICIPALITY,SHIEYWE,TOWNSHIP(KAKAMEGA),AMKENI,7,PRIV,0.281653,34.749134,b0ebfe19-3656-4472-a4e6-dcbd69f36b9f,3868255.90238723,31353.5948163032
3963,57,BURA NDOGO DISP,3314,COAST,TAITA TAVETA,TSAVO N. PARK,TSAVO N. PARK,TSAVO N. PARK,ILRI MKT CENTRE,4,PRIV,-3.084244,39.174841,fec90b8f-bcd1-4690-9d1c-ce3d3d6b5ab1,4360923.35202746,-343502.405662675
3964,66,G K PRISON DISP (NANDI),2132,RIFT VALLEY,NANDI,KAPSABET,KAPSABET,TOWNSHIP(KAPSABET),1:50000 MAPS,9,OTHER MIN,0.197133,35.0972,547caa5b-18de-45c6-bdf3-f60ef829ffa3,3907002.43226969,21944.7884751753
3965,55,NYANSIONGO NURSING HOME,3471,NYANZA,KISII NORTH,BORABU,NYASIONGO,NYANSIONGO/GESIMA,HD MAPS,7,MISS,-0.77634,34.9767,f27a2bbd-52d8-4a26-acc8-d94dea93e291,3893588.4336291,-86424.4180247545
3966,80,SHIKOTI NURSING HOME ANNEXE,0,WESTERN,KAKAMEGA,LURAMBI,SHIKOTI,MURUMBA,AMKENI,7,PRIV,0.317729,34.737702,6295a211-41ab-49e6-9a9f-ff60d626f2ea,3866983.29796849,35369.6117697222
3967,58,DAWIDA MEDICAL CLINIC,0,COAST,TAITA TAVETA,TSAVO N. PARK,TSAVO N. PARK,TSAVO N. PARK,ILRI VILLAGES,6,PRIV,-3.32,38.02,65a11486-3d71-4c14-b4dd-0dd3a5f708d9,4232367.03996027,-369787.701499109
3968,67,KABOSWA TEA ESTATE DISP,2054,RIFT VALLEY,NANDI,KILIBWONI,LOLMININGAI,NDUBENETI(NANDI),ILRI VILLAGES,9,PRIV,0.28631,35.243028,fed49fb2-4542-4b49-95d7-dff8cc278750,3923235.93097309,31872.016052831
3969,50,BOYA RURAL NURING HOME,1334,NYANZA,KISUMU,KADIBO,KOMBURA,LELA,ILRI MKT CENTRE,7,PRIV,-0.172,34.90012,657d9705-67e5-4c44-a9ce-9cf64c5b0f40,3885063.58702415,-19146.9811745946
3970,81,ST.PAULINES MNH,3737,WESTERN,KAKAMEGA,SHINYALU,SHIBUYE,SHING'ONDO,AMKENI,7,PRIV,0.228256,34.813641,abafa9c3-df24-41b3-8955-072af6574721,3875436.78877984,25409.4089019274
3971,67,KIGHAMBO CLINIC,4653,COAST,TAITA TAVETA,TAUSA,RONGE,KIGHOMBO/MARUMB,SUBLOC CENTROID,6,PRIV,-3.400711,38.443588,151b7f23-7687-4234-8546-892050a3afaf,4279520.64042641,-378787.884361124
3972,51,CENTRAL NURSING HOME,4674,NYANZA,KISUMU,KADIBO,KAWINO,KADHIAMBO,ILRI VILLAGES,7,PRIV,-0.25,34.82,626befa5-f51a-4815-9cce-4c6e1bb504f4,3876144.66942179,-27829.9610056503
3973,14,MOTRACO NURSING HOME,0,WESTERN,LUGARI/MALAVA,LIKUYANI,SINOKO,MWIBA,DSA/DFH(MOH)-UNFPA REPORT,7,PRIV,0.899187,35.0468,4da2144e-35c3-411d-af53-e2c1c594a3ce,3901391.92993371,100101.148113217
3974,68,KAIMOSI TEA ESTATE DISP,2616,RIFT VALLEY,NANDI,ALDAI,KEMELOI,KOIBARAK(NANDI),ILRI MKT CENTRE,9,PRIV,0.13143,34.880163,c098f796-c252-4d58-812d-bbbc4a783a9d,3882841.98394639,14630.733505911
3975,70,MWATATE SISAL DISP,3815,COAST,TAITA TAVETA,MWATATE,MWACHABO,WUMARI/SECHU,ILRI MKT CENTRE,4,PRIV,-3.503346,38.341061,f2391bc7-7ea7-48d8-89c7-33fcc52b774a,4268107.38699384,-390233.929976291
3976,55,JALARAM NURSING AND MATERNITY HOME,1283,NYANZA,KISUMU,WINAM,TOWNSHIP,KALOLENI(KISUMU),DDP,7,PRIV,-0.093684,34.7709,0a7a256a-5b56-4140-9eef-29a284f8e414,3870678.88242384,-10428.8598224561
3977,69,KAITET TEA ESTATE DISP,3498,RIFT VALLEY,NANDI,NANDI HILLS,CHEMOMI,KIRONDIO,ILRI VILLAGES,9,PRIV,0.12,35.12,048a06eb-a49e-44e3-84fc-4fdcec82716b,3909540.51665977,13358.3486612477
3978,74,TAVETA PRIVATE CLINIC,3311,COAST,TAITA TAVETA,TAVETA,BOMANI,MBOGHONI,ILRI VILLAGES,6,PRIV,-3.4,37.68,34d428ca-68fd-40b3-b7fa-48a077273eed,4194518.41309056,-378708.596613917
3979,56,KIBOS NURSING HOME,1332,NYANZA,KISUMU,WINAM,KONDELE,MIGOSI,DDP,7,PRIV,-0.072126,34.7867,193d57c6-7856-47f6-8d86-50eacd38ef78,3872437.73037838,-8029.03171351169
3980,70,KAPCHORWA TEA ESTATE DISP,2056,RIFT VALLEY,NANDI,NANDI HILLS,KAPCHORUA,KAPCHORUA(NANDI),DHMT,9,PRIV,0.109126,35.263178,dfc4d3dd-b67d-450f-9900-288a5240b691,3925479.01871257,12147.8580967725
3981,57,LAKE NURSING HOME,1336,NYANZA,KISUMU,WINAM,TOWNSHIP,KALOLENI(KISUMU),DDP,7,PRIV,-0.101705,34.7721,38779faa-afe6-4aa2-afe9-ad30baea82fe,3870812.4658128,-11321.7547568078
3982,72,KAPSABET G K PRISON DISP,0,RIFT VALLEY,NANDI,KAPSABET,KAPSABET,TOWNSHIP(KAPSABET),HD MAPS,9,MOH,0.2028,35.0954,4f2365b3-1bc2-40f8-aeb2-4fc643c315af,3906802.05718626,22575.6398718292
3983,58,MARIE STOPES MATERNITY AND NURSING HOME,4676,NYANZA,KISUMU,WINAM,CENTRAL KOLWA,KASULE,DDP,7,PRIV,-0.076784,34.7881,26892794-4c6a-48a4-a056-ad17a9e4d0ed,3872593.57766548,-8547.55833957814
3984,73,KAPSIKAK ESTATE DISP,2935,RIFT VALLEY,NANDI,KILIBWONI,KIPSIGAK,KIPSIGAK,DHMT,9,PRIV,0.162806,35.135909,569f36cd-7062-4664-a87a-ad3f299f0c5d,3911311.4984388,18123.5054066902
3985,62,NIGHTINGALE NURSING HOME,3475,NYANZA,KISUMU,WINAM,KONDELE,MANYATTA 'A',DDP,7,PRIV,-0.091678,34.7784,a274ec1a-f2d0-4904-bff0-322efa681fd3,3871513.77860479,-10205.5526317623
3986,75,KAPSUMBEIYWA TEA ESTATE DISP,2061,RIFT VALLEY,NANDI,NANDI HILLS,MOGOBICH,KIPKEIGEI(NANDI),ILRI MKT CENTRE,9,PRIV,0.140414,35.2389,08d64533-117a-4384-952e-8ffcceafdb15,3922776.40411509,15630.8306263662
3987,76,KHARTOUM TEA ESTATE DISP,2730,RIFT VALLEY,NANDI,NANDI HILLS,TARTAR,KAPKORIO,ILRI MKT CENTRE,9,PRIV,0.124927,35.229973,aa913edc-dfc7-4e59-a584-35eacc8a4ed2,3921782.65502078,13906.8210453886
3988,63,NYAMITA NURSING HOME,0,NYANZA,KISUMU,WINAM,KONDELE,MIGOSI,DDP,7,PRIV,-0.07739,34.7754,8a3880e9-80d6-4c02-a291-e4937869e3ea,3871179.82013241,-8615.0180120559
3989,77,KIBABET TEA ESTATE DISP,2063,RIFT VALLEY,NANDI,KILIBWONI,OLLESSOS,LELWAK,ILRI VILLAGES,9,PRIV,0.18,35.25,c6547b6a-2ca1-40e9-b344-9db955365d49,3924012.0504629,20037.5413032573
3990,23,ISIBANIA MATERNITY AND NURSING HOME,3838,NYANZA,KURIA,MABERA,BUGEMBE SOUTH,ISIBANIA,SUBLOC CENTROID,7,PRIV,-1.202746,34.464607,2205c98d-a398-45a4-b5bb-c03d106e6563,3836582.5016303,-133898.906592989
3991,78,KIBWARI TEA ESTATE DISP,2064,RIFT VALLEY,NANDI,NANDI HILLS,KAPSIMOTWO,KAPSIMOTWO(NANDI),ILRI VILLAGES,9,PRIV,0.07,35.15,d587a270-c888-42f8-87ca-a564f472b6e7,3912880.10138357,7792.36629404765
3992,24,KEHANCHA NURSING HOME,3894,NYANZA,KURIA,KEHANCHA,BUKIRA EAST,IGENA,1:50000 MAPS,7,PRIV,-1.175676,34.630631,5317925a-43d2-4757-8222-cc5272815700,3855064.20876976,-130884.838746929
3993,79,KIPCHOMO TEA ESTATE DISP,2067,RIFT VALLEY,NANDI,NANDI HILLS,NANDI HILLS,KAPNGETUNY(N. HILLS),DHMT,9,PRIV,0.108322,35.180506,12a720f8-5315-4b93-8224-7f2bf3eba414,3916276.01376971,12058.3570650313
3994,66,JATA MEDICAL AND MATERNITY CARE,3326,NYANZA,MIGORI,RONGO,CENTRAL KAMAGAMBO,KODERO BARA,ILRI MKT CENTRE,7,PRIV,-0.756023,34.605934,c34ddc68-521a-438e-84e2-b3160a0d4948,3852314.95130564,-84162.5376858323
3995,69,MBERE NURSING HOME,3907,NYANZA,MIGORI,SUBA EAST,SUNA RABUOR,ONGUO,ILRI VILLAGES,7,PRIV,-1.09,34.58,6eebb87e-5d98-4193-a054-3aabe7c3ce92,3849427.9916314,-121345.564668117
3996,80,KIPKEIBON TEA DISP,3390,RIFT VALLEY,NANDI,KAPSABET,KIPTUIYA,KAPTOBONGEN,ILRI VILLAGES,9,PRIV,0.211431,35.036364,8549374c-61b5-441e-89c5-6879f69f31e1,3900230.19972779,23536.4446752478
3997,71,NGERE NURSING HOME,3877,NYANZA,MIGORI,SUBA EAST,SUNA CENTRAL,NGEGE,ILRI VILLAGES,7,PRIV,-1.09,34.48,8273cbf4-7c92-4727-bddc-7cbaf42f2073,3838296.04255208,-121345.564668117
3998,82,KIPKOIMET TEA ESTATE DISP,2068,RIFT VALLEY,NANDI,NANDI HILLS,MOGOBICH,KIPKOIMET,DHMT,9,PRIV,0.105749,35.24122,f1ab538f-c715-4f52-9537-96dbb547d07f,3923034.66533373,11771.9315154029
3999,72,NYASARE NURSING AND MATERNITY HOME,3573,NYANZA,MIGORI,SUBA EAST,SUNA NORTH,KAKRAO,ILRI VILLAGES,7,PRIV,-1.03,34.47,c5f3c07b-de32-4da0-9499-c21180de371d,3837182.84764414,-114665.251718611
4000,84,KOISAGAT TEA ESTATE DISP,2071,RIFT VALLEY,NANDI,NANDI HILLS,SIRET,CHEPTABACH,ILRI VILLAGES,9,PRIV,0.08,35.27,de640d63-c26a-41fc-8561-872e5a00709f,3926238.44027876,8905.56215710963
4001,129,KATHOME MEDICAL CLINIC,0,EASTERN,MACHAKOS,KANGUNDO,KAKUYUNI,KATHOME,SUBLOC CENTROID,6,PRIV,-1.377716,37.364157,9a0ffe56-b030-483b-904a-43eea401c52d,4159358.93115993,-153381.425012296
4002,130,KINYUI DISP,964,EASTERN,MACHAKOS,MATUNGULU,TALA,KATINE,ILRI VILLAGES,4,PRIV,-1.27,37.32,00fee7c5-24a9-4740-8c55-5c4b43ea0a0a,4154443.39640498,-141387.331458394
4003,132,KITHYOKO MEDICAL CLINIC,0,EASTERN,MACHAKOS,MASINGA,KITHYOKO,KITHYOKO,ILRI MKT CENTRE,6,PRIV,-1.044519,37.839793,bda083d0-7b40-4035-8ef6-bbd888ede150,4212306.48848288,-116281.764300527
4004,134,KYEVALUKI MEDICAL CLINIC,0,EASTERN,MACHAKOS,MWALA,VYULYA,VYULYA,ILRI VILLAGES,6,PRIV,-1.42,37.37,4dafb5fb-42e8-474e-9846-48200258f264,4160009.37094464,-158089.861692456
